datetime,aqi,pm2_5,pm10,co,no2,o3,so2,month,quarter,hour,season,tmp,v850,t925,p,t750,v750,v500,u850,u925,u750,u,t500,v,v925,t995,rh,u500,t850
2017-11-11 02:00:00,18.0,11.0,12.0,0.3,35.0,22.0,3.0,11,4,2,fall,3.54940795898,-5.3566160202,-6.67276000977,102537.25,-22.549987793000003,-5.20650863647,-3.0390136241900003,11.1143016815,8.57464313507,12.926674842799999,-1.33932614326,-51.8500213623,-1.106092453,-5.34700202942,4.68905639648,20.1000003815,35.5000114441,-12.879913330099999
2017-11-11 05:00:00,14.0,3.0,11.0,0.2,28.0,22.0,3.0,11,4,5,fall,1.98583984375,-3.8559837341300005,-6.57510375977,102505.632812,-22.8348236084,-3.32407712936,-2.49935317039,11.9450511932,9.69653511047,13.552033424400001,-0.447586655617,-52.1500091553,-0.525761723518,-3.24725818634,3.50387573242,22.3999996185,33.306812286399996,-12.7957763672
2017-11-11 08:00:00,28.0,10.0,28.0,0.3,32.0,14.0,3.0,11,4,8,fall,2.91830444336,-3.74713373184,-5.84997558594,102512.835938,-22.9007415771,-4.0100402831999995,-3.39963388443,13.448552131700001,10.7703781128,15.5579099655,0.43167722225199995,-52.1500091553,0.8287523984909999,-2.44117665291,3.03277587891,23.3999996185,29.7820320129,-12.832000732400001
2017-11-11 11:00:00,26.0,7.0,26.0,0.4,31.0,28.0,1.0,11,4,11,fall,6.38732910156,-5.09901332855,-4.4499816894499995,102304.960938,-22.7500152588,-7.799981594089999,-3.6291503906199996,15.450566291800001,12.522026062,18.4698219299,0.48340573906900003,-52.14999389649999,1.8344237804400003,-3.03867912292,5.074371337890001,17.7000007629,29.312299728400003,-12.4124755859
2017-11-11 14:00:00,38.0,18.0,38.0,0.4,22.0,46.0,5.0,11,4,14,fall,9.228820800780001,-3.67876219749,-3.4937744140599998,101911.453125,-22.6500091553,-4.146527290340001,-0.17375488579300002,18.8361721039,13.3027801514,22.7995052338,2.58455061913,-52.8500213623,3.2265574932099996,-3.29398441315,7.71929931641,17.0,31.462202072100002,-11.8499755859
2017-11-11 17:00:00,47.0,22.0,47.0,0.4,25.0,42.0,3.0,11,4,17,fall,7.06643676758,-1.12133300304,-3.40826416016,101782.515625,-23.3991851807,-0.5213134884830001,2.69268798828,17.0746936798,12.069560051,24.2793331146,1.44131100178,-53.3499908447,2.8909764289899997,-1.7747509479499999,7.64727783203,20.0,31.3272457123,-12.632171630899999
2017-11-11 20:00:00,49.0,19.0,49.0,0.7,53.0,11.0,3.0,11,4,20,fall,5.36874389648,0.24798339605300002,-3.8356933593800004,101721.929688,-24.248352050799998,0.333245843649,4.981835842130001,18.5349121094,14.2501678467,23.450813293499998,0.5528711080550001,-53.549987793,2.08599352837,-1.3489062786100001,6.42337036133,22.8000011444,35.0126113892,-13.021972656199999
2017-11-11 23:00:00,53.0,34.0,56.0,1.1,47.0,10.0,3.0,11,4,23,fall,3.9796142578099998,-0.24385496973999998,-3.94659423828,101687.289062,-23.8499908447,-3.94656991959,5.2016787529,19.4884204865,14.4582252502,23.4730682373,0.402630597353,-53.450012207,1.8584082126599997,-0.91232419014,5.0061035156199996,27.2000007629,35.7075843811,-12.949981689500001
2017-11-12 02:00:00,72.0,52.0,59.0,1.3,47.0,11.0,1.0,11,4,2,fall,3.17034912109,0.36461913585699995,-3.54998779297,101546.351562,-23.950012206999997,-0.20687256753400002,0.259899914265,21.6226844788,18.3144931793,24.445343017600003,0.102917477489,-53.450012207,0.717143535614,-0.561374485493,4.4543762206999995,29.8999996185,33.7554206848,-12.921295165999998
2017-11-12 05:00:00,70.0,51.0,79.0,1.2,46.0,12.0,1.0,11,4,5,fall,2.40896606445,0.94992184639,-4.14999389648,101448.320312,-23.7499847412,-2.98678588867,0.6999878287319999,23.2890644073,19.0166473389,25.6394863129,-1.19073724747,-54.64999389649999,-0.450754374266,0.543859839439,3.71417236328,30.3999996185,37.4111175537,-13.106231689500001
2017-11-12 08:00:00,74.0,50.0,97.0,1.2,42.0,12.0,1.0,11,4,8,fall,3.20819091797,2.47725582123,-4.931304931640001,101460.351562,-24.413619995100003,1.7835693359400002,-2.30006098747,22.430707931500002,19.720476150499998,25.7528438568,-0.924040496349,-54.64999389649999,-0.26239746809000003,-0.460253894329,3.2864990234400002,30.8000011444,39.2258224487,-13.2766113281
2017-11-12 11:00:00,71.0,49.0,91.0,1.1,61.0,20.0,6.0,11,4,11,fall,7.18096923828,4.55835914612,-5.55517578125,101373.054688,-23.913619995100003,3.92021489143,-1.8000305891,21.9616985321,16.9404220581,28.951877594000003,-0.595798313618,-55.8499908447,0.0448046848178,0.6959228515620001,5.9929199218800004,23.8000011444,47.2304420471,-13.863616943399999
2017-11-12 14:00:00,80.0,59.0,93.0,1.0,66.0,29.0,7.0,11,4,14,fall,10.8599243164,1.22928702831,-6.44854736328,101201.085938,-23.949996948200003,5.82159423828,6.8429689407300005,26.9748535156,17.7944927216,30.6885108948,0.526218235493,-57.049987793,2.63586187363,-0.611997067928,9.69027709961,19.3999996185,53.7280273438,-13.649993896500002
2017-11-12 17:00:00,133.0,101.0,149.0,3.3,78.0,21.0,7.0,11,4,17,fall,8.59387207031,-1.67881834507,-8.19470214844,101096.429688,-23.6499938965,3.8638184070599997,13.039599418599998,24.251241684,16.6590652466,28.3596382141,0.952202141285,-56.8499908447,2.00377202034,-2.3833422660799997,9.16317749023,25.3999996185,50.6388549805,-14.450012207
2017-11-12 20:00:00,85.0,63.0,87.0,1.0,57.0,14.0,1.0,11,4,20,fall,6.01403808594,-2.0761132240299998,-9.10424804688,101148.828125,-24.450012206999997,3.6194946765900005,13.353967666600001,24.632053375199998,16.6413612366,29.3262233734,1.03157222271,-55.049987793,1.67438471317,0.56787109375,7.00964355469,30.8999996185,46.874355316199996,-15.75
2017-11-12 23:00:00,99.0,74.0,92.0,1.6,49.0,15.0,3.0,11,4,23,fall,4.31213378906,1.55527341366,-9.21505737305,101160.1875,-25.2747650146,2.0526220798500003,10.8234682083,22.9380016327,16.3319168091,31.599489211999998,-0.397631824017,-54.2451019287,0.957148432732,5.89447259903,5.52655029297,31.3999996185,45.863887786899994,-17.0753479004
2017-11-13 02:00:00,108.0,81.0,104.0,1.8,59.0,16.0,2.0,11,4,2,fall,3.52633666992,3.8492138385800003,-10.177185058600001,101152.28125,-26.2824554443,1.0861523151399999,5.9999880790699995,23.5243644714,17.4677658081,36.072322845500004,-0.9708911180500001,-54.64999389649999,-1.15062737465,4.65711927414,4.72061157227,32.7000007629,49.213634491,-17.7263031006
2017-11-13 05:00:00,100.0,75.0,99.0,1.6,55.0,10.0,3.0,11,4,5,fall,2.94253540039,-1.24107170105,-13.050018310499999,101210.796875,-25.822692871100003,0.159062489867,6.40000629425,29.4472675323,17.864196777300002,40.9135246277,0.381513655186,-54.3499908447,-0.207529291511,-4.18465805054,4.93988037109,35.4000015259,50.0084648132,-18.678894043
2017-11-13 08:00:00,84.0,20.0,117.0,0.4,35.0,35.0,2.0,11,4,8,fall,4.70471191406,-2.9141747951499997,-15.450012207,101364.765625,-25.8255767822,-0.012109374627499999,3.96164560318,29.322561264,13.7937908173,41.2948760986,1.2536547184,-53.7500152588,-0.685241699219,-5.267558574680001,5.6008300781199996,35.2000007629,52.3997573853,-19.1065368652
2017-11-13 11:00:00,46.0,9.0,46.0,0.3,15.0,55.0,1.0,11,4,11,fall,10.863250732400001,-5.539597034450001,-15.75,101468.75,-25.665328979499996,-1.04423332214,4.4999451637300005,31.961648941,16.5163249969,41.3845481873,4.5280761718800004,-54.5500183105,-5.8249850273099995,-8.83455562592,9.68157958984,14.4000005722,52.6999931335,-18.8499908447
2017-11-13 14:00:00,53.0,12.0,56.0,0.3,14.0,60.0,2.0,11,4,14,fall,11.876739502000001,-6.4537496566799994,-17.3360290527,101407.039062,-25.755554199200002,-3.36076164246,2.8999390602099995,32.3751182556,15.1401538849,41.4207801819,5.05154514313,-54.2500152588,-5.312158107759999,-5.3917379379299994,10.7022705078,10.4579257965,50.721252441400004,-20.4499969482
2017-11-13 17:00:00,63.0,2.0,75.0,0.3,18.0,53.0,2.0,11,4,17,fall,8.96987915039,-5.22796392441,-17.4734344482,101556.726562,-26.182586669899997,-5.94057607651,-1.8000061512,29.128637313800002,14.752463340799999,39.8252449036,2.67822027206,-53.6500091553,-5.47680902481,-0.823510706425,9.33987426758,9.699999809269999,50.2944488525,-22.1499938965
2017-11-13 20:00:00,54.0,4.0,57.0,0.2,15.0,52.0,1.0,11,4,20,fall,6.71786499023,-6.86891365051,-17.9499969482,101787.554688,-26.7500152588,-6.369525432590001,-3.8850281238599997,28.748266220100003,15.5100660324,37.0359458923,1.5872802734399998,-54.157333374,-5.0658664703400005,-1.7522680759400002,7.15118408203,12.199999809300001,51.403747558599996,-21.2499847412
2017-11-13 23:00:00,25.0,5.0,25.0,0.3,19.0,42.0,2.0,11,4,23,fall,5.4521484375,-7.065312385560001,-17.287048339800002,101995.679688,-27.7499847412,-7.223173618320001,-5.22272348404,26.2457122803,18.1610794067,34.7045478821,1.52591061592,-53.949996948199995,-5.58502912521,-2.60681629181,5.73983764648,16.5,50.935760498,-21.3962097168
2017-11-14 02:00:00,17.0,10.0,17.0,0.3,28.0,14.0,2.0,11,4,2,fall,4.00018310547,-8.87585926056,-16.8842163086,102071.328125,-28.2499847412,-8.21603012085,-8.0,26.359245300300003,19.803796768199998,34.343223571799996,0.7094140648839999,-54.14999389649999,-4.099999904630001,-6.37594938278,4.60000610352,19.3999996185,49.6411209106,-20.2496185303
2017-11-14 05:00:00,15.0,5.0,15.0,0.2,19.0,34.0,3.0,11,4,5,fall,3.07437133789,-9.65431594849,-16.8500061035,102108.398438,-28.3500213623,-9.61874485016,-8.87864971161,25.114440918000003,18.2782058716,33.6867637634,0.401027828455,-53.950012207,-4.238268852230001,-8.279977798460001,3.6754150390599998,21.3000011444,48.4659957886,-20.5144958496
2017-11-14 08:00:00,31.0,4.0,31.0,0.3,24.0,38.0,3.0,11,4,8,fall,3.46786499023,-8.838793754580001,-16.5500183105,102229.242188,-28.6499938965,-9.22403812408,-10.0458135605,24.7892894745,17.497097015399998,33.244342804,2.01540279388,-53.949996948199995,-4.34458494186,-8.64082717896,3.45147705078,18.8000011444,48.5000114441,-21.0327301025
2017-11-14 11:00:00,22.0,10.0,22.0,0.3,17.0,55.0,4.0,11,4,11,fall,5.68353271484,-7.48257303238,-15.550018310499999,102241.835938,-28.7499847412,-7.07135725021,-9.38623046875,25.08411026,18.4456539154,32.7894515991,3.6606786251099996,-54.2499847412,-3.1998264789599995,-9.11256599426,4.15423583984,13.4000005722,49.124771118199995,-20.7244567871
2017-11-14 14:00:00,38.0,10.0,38.0,0.3,17.0,60.0,4.0,11,4,14,fall,7.10144042969,-10.0285596848,-16.0500183105,102041.445312,-28.3499908447,-8.87963867188,-9.0996465683,26.475345611599998,19.0827121735,34.8071517944,3.29951167107,-54.1538543701,-0.898713350296,-11.438334465,5.76062011719,11.600000381500001,47.927612304700006,-20.7500152588
