aqi,aqi_last,tmp,tmp_last,v850,v850_last,t925,t925_last,p,p_last,t750,t750_last,v750,v750_last,v500,v500_last,u850,u850_last,u925,u925_last,u750,u750_last,u,u_last,t500,t500_last,v,v_last,v925,v925_last,t995,t995_last,rh,rh_last,u500,u500_last,t850,t850_last,season_fall,season_spring,season_summer,season_winter,t_diff,t_diff_last
73.0,74.0,29.55,35.35,0.39,3.04,6.55002,5.95001,99726.5,99629.7,-10.75,-10.75,0.84,3.25,-3.5,-5.7,11.52,10.86,10.58,7.79,15.87,14.91,-0.65,2.84,-48.45,-49.45,4.96,8.46,4.87,7.68,30.15,33.95,30.2,17.4,19.6,20.3,-1.25,-1.64999,0,0,1,0,-0.5999999999999979,1.3999999999999986
83.0,73.0,24.35,29.55,0.46,0.39,6.55002,6.55002,99821.6,99726.5,-11.15,-10.75,1.86,0.84,0.9,-3.5,11.93,11.52,11.39,10.58,15.36,15.87,-0.3,-0.65,-48.65,-48.45,3.63,4.96,3.78,4.87,25.85,30.15,55.9,30.2,21.0,19.6,-1.25,-1.25,0,0,1,0,-1.5,-0.5999999999999979
80.0,83.0,22.85,24.35,2.76,0.46,7.05002,6.55002,99792.5,99821.6,-11.65,-11.15,2.2,1.86,5.0,0.9,12.98,11.93,11.7,11.39,17.16,15.36,0.29,-0.3,-48.25,-48.65,2.41,3.63,3.51,3.78,23.35,25.85,70.7,55.9,22.7,21.0,-1.34998,-1.25,0,0,1,0,-0.5,-1.5
78.0,80.0,21.85,22.85,2.07,2.76,7.450010000000002,7.05002,99763.5,99792.5,-11.45,-11.65,5.41,2.2,9.5,5.0,16.39,12.98,12.38,11.7,19.64,17.16,-1.27,0.29,-48.85,-48.25,-0.04,2.41,1.41,3.51,23.25,23.35,76.1,70.7,26.2,22.7,-1.54999,-1.34998,0,0,1,0,-1.3999999999999986,-0.5
83.0,78.0,24.65,21.85,2.53,2.07,6.25,7.450010000000002,99939.4,99763.5,-11.35,-11.45,3.26,5.41,11.8,9.5,17.33,16.39,11.57,12.38,22.53,19.64,-0.13,-1.27,-49.05,-48.85,-0.43,-0.04,-1.54,1.41,22.95,23.25,64.0,76.1,26.7,26.2,-2.84998,-1.54999,0,0,1,0,1.6999999999999993,-1.3999999999999986
114.0,83.0,30.15,24.65,3.22,2.53,5.85001,6.25,99777.3,99939.4,-12.15,-11.35,1.76,3.26,8.4,11.8,15.38,17.33,10.71,11.57,21.45,22.53,1.39,-0.13,-49.45,-49.05,1.17,-0.43,0.82,-1.54,27.85,22.95,44.0,64.0,28.5,26.7,-3.54999,-2.84998,0,0,1,0,2.299999999999997,1.6999999999999993
127.0,114.0,32.35,30.15,-5.17,3.22,4.55002,5.85001,99717.9,99777.3,-10.25,-12.15,-0.14,1.76,8.8,8.4,19.2,15.38,13.08,10.71,21.37,21.45,1.12,1.39,-50.15,-49.45,3.55,1.17,0.48,0.82,30.05,27.85,39.2,44.0,30.8,28.5,-5.25,-3.54999,0,0,1,0,2.3000000000000007,2.299999999999997
40.0,127.0,31.35,32.35,2.37,-5.17,4.95001,4.55002,99618.2,99717.9,-10.95,-10.25,-2.58,-0.14,3.1,8.8,17.26,19.2,11.09,13.08,25.09,21.37,0.96,1.12,-50.35,-50.15,-1.78,3.55,1.99,0.48,32.25,30.05,29.9,39.2,31.4,30.8,-5.34998,-5.25,0,0,1,0,-0.8999999999999986,2.3000000000000007
25.0,40.0,25.85,31.35,0.53,2.37,5.25,4.95001,99915.6,99618.2,-11.15,-10.95,-0.04,-2.58,1.7,3.1,20.14,17.26,16.03,11.09,23.82,25.09,2.13,0.96,-49.45,-50.35,-5.29,-1.78,3.75,1.99,26.25,32.25,28.5,29.9,22.2,31.4,-4.04999,-5.34998,0,0,1,0,-0.3999999999999986,-0.8999999999999986
53.0,25.0,23.65,25.85,4.99,0.53,5.05002,5.25,100092.0,99915.6,-12.55,-11.15,1.68,-0.04,-6.2,1.7,20.24,20.14,15.39,16.03,25.76,23.82,3.68,2.13,-49.75,-49.45,-7.45,-5.29,1.44,3.75,23.85,26.25,31.2,28.5,29.6,22.2,-4.25,-4.04999,0,0,1,0,-0.20000000000000284,-0.3999999999999986
26.0,53.0,20.85,23.65,-5.11,4.99,2.85001,5.05002,100220.0,100092.0,-12.35,-12.55,-6.63,1.68,-10.7,-6.2,17.04,20.24,9.14,15.39,26.71,25.76,2.5,3.68,-50.05,-49.75,-1.98,-7.45,-6.42,1.44,21.55,23.85,37.8,31.2,32.6,29.6,-3.54999,-4.25,0,0,1,0,-0.6999999999999993,-0.20000000000000284
67.0,26.0,19.65,20.85,-7.89,-5.11,3.05002,2.85001,100228.0,100220.0,-11.05,-12.35,-7.49,-6.63,-12.6,-10.7,15.74,17.04,9.57,9.14,24.74,26.71,2.68,2.5,-50.35,-50.05,-2.15,-1.98,-5.95,-6.42,20.95,21.55,42.0,37.8,33.2,32.6,-3.04999,-3.54999,0,0,1,0,-1.3000000000000007,-0.6999999999999993
20.0,67.0,25.25,19.65,-8.22,-7.89,3.65002,3.05002,100383.0,100228.0,-10.95,-11.05,-7.59,-7.49,-10.2,-12.6,14.1,15.74,11.49,9.57,20.59,24.74,2.45,2.68,-50.85,-50.35,-4.96,-2.15,-6.66,-5.95,23.81,20.95,31.2,42.0,34.7,33.2,-2.54999,-3.04999,0,0,1,0,1.4400000000000013,-1.3000000000000007
30.0,20.0,29.15,25.25,-9.31,-8.22,3.25,3.65002,100333.0,100383.0,-10.85,-10.95,-7.46,-7.59,-4.8,-10.2,13.0,14.1,9.52,11.49,17.93,20.59,1.2,2.45,-50.55,-50.85,-5.65,-4.96,-10.17,-6.66,26.45,23.81,24.6,31.2,39.3,34.7,-1.94998,-2.54999,0,0,1,0,2.6999999999999993,1.4400000000000013
35.0,30.0,30.55,29.15,-7.17,-9.31,2.95001,3.25,100197.0,100333.0,-11.15,-10.85,-4.91,-7.46,1.2,-4.8,11.45,13.0,6.39,9.52,15.2,17.93,-0.94,1.2,-50.25,-50.55,-2.98,-5.65,-8.22,-10.17,28.45,26.45,22.8,24.6,40.9,39.3,-1.94998,-1.94998,0,0,1,0,2.1000000000000014,2.6999999999999993
44.0,35.0,30.95,30.55,-6.54,-7.17,2.45001,2.95001,100134.0,100197.0,-11.65,-11.15,-3.25,-4.91,4.5,1.2,9.91,11.45,5.39,6.39,14.51,15.2,-1.16,-0.94,-49.25,-50.25,-1.55,-2.98,-7.72,-8.22,29.75,28.45,22.0,22.8,41.9,40.9,-2.6499900000000003,-1.94998,0,0,1,0,1.1999999999999993,2.1000000000000014
43.0,44.0,25.35,30.95,-4.87,-6.54,1.85001,2.45001,100253.0,100134.0,-11.65,-11.65,-0.5,-3.25,6.4,4.5,7.67,9.91,4.39,5.39,11.78,14.51,-1.2,-1.16,-49.25,-49.25,2.08,-1.55,-7.13,-7.72,27.05,29.75,31.2,22.0,40.2,41.9,-3.25,-2.6499900000000003,0,0,1,0,-1.6999999999999993,1.1999999999999993
33.0,43.0,22.95,25.35,-2.14,-4.87,1.35001,1.85001,100361.0,100253.0,-12.75,-11.65,0.62,-0.5,8.2,6.4,8.0,7.67,2.39,4.39,11.63,11.78,-1.52,-1.2,-49.55,-49.25,1.83,2.08,-5.21,-7.13,24.75,27.05,35.6,31.2,37.1,40.2,-3.75,-3.25,0,0,1,0,-1.8000000000000007,-1.6999999999999993
108.0,33.0,19.95,22.95,-2.81,-2.14,1.15002,1.35001,100436.0,100361.0,-13.35,-12.75,-0.13,0.62,3.0,8.2,9.5,8.0,3.24,2.39,13.56,11.63,-2.88,-1.52,-50.35,-49.55,1.42,1.83,-2.48,-5.21,20.65,24.75,49.6,35.6,33.9,37.1,-5.25,-3.75,0,0,1,0,-0.6999999999999993,-1.8000000000000007
120.0,108.0,18.35,19.95,-3.85,-2.81,1.5500200000000002,1.15002,100500.0,100436.0,-13.75,-13.35,-1.11,-0.13,-1.7,3.0,9.66,9.5,4.88,3.24,15.2,13.56,-2.35,-2.88,-50.65,-50.35,-0.72,1.42,-2.36,-2.48,19.05,20.65,67.0,49.6,26.2,33.9,-5.84998,-5.25,0,0,1,0,-0.6999999999999993,-0.6999999999999993
135.0,120.0,23.25,18.35,-6.29,-3.85,1.85001,1.5500200000000002,100430.0,100500.0,-12.85,-13.75,-3.8,-1.11,-7.7,-1.7,8.46,9.66,2.61,4.88,15.2,15.2,-1.22,-2.35,-51.95,-50.65,0.44,-0.72,-5.12,-2.36,21.55,19.05,56.5,67.0,24.5,26.2,-6.44998,-5.84998,0,0,1,0,1.6999999999999993,-0.6999999999999993
150.0,135.0,29.35,23.25,-5.8,-6.29,2.25,1.85001,100278.0,100430.0,-12.25,-12.85,-5.07,-3.8,-8.8,-7.7,7.05,8.46,1.35,2.61,14.19,15.2,0.8,-1.22,-52.25,-51.95,1.83,0.44,-3.17,-5.12,27.05,21.55,31.3,56.5,28.1,24.5,-6.34998,-6.44998,0,0,1,0,2.3000000000000007,1.6999999999999993
109.0,150.0,31.35,29.35,-3.84,-5.8,2.35001,2.25,100059.0,100278.0,-12.15,-12.25,-5.22,-5.07,-3.8,-8.8,7.78,7.05,1.24,1.35,13.87,14.19,1.18,0.8,-51.55,-52.25,3.27,1.83,0.26,-3.17,29.15,27.05,24.1,31.3,29.7,28.1,-5.84998,-6.34998,0,0,1,0,2.200000000000003,2.3000000000000007
110.0,109.0,32.55,31.35,-5.06,-3.84,2.35001,2.35001,99887.4,100059.0,-12.35,-12.15,-5.95,-5.22,0.6,-3.8,8.25,7.78,4.27,1.24,12.68,13.87,1.99,1.18,-50.95,-51.55,3.12,3.27,2.64,0.26,30.95,29.15,19.2,24.1,24.5,29.7,-5.64999,-5.84998,0,0,1,0,1.5999999999999979,2.200000000000003
71.0,110.0,26.65,32.55,-5.66,-5.06,3.25,2.35001,99824.8,99887.4,-12.15,-12.35,-4.76,-5.95,-0.7,0.6,6.56,8.25,7.88,4.27,11.01,12.68,-1.65,1.99,-50.65,-50.95,3.21,3.12,-1.31,2.64,27.65,30.95,37.5,19.2,24.4,24.5,-4.94998,-5.64999,0,0,1,0,-1.0,1.5999999999999979
65.0,71.0,23.45,26.65,-1.64,-5.66,3.65002,3.25,99889.0,99824.8,-12.95,-12.15,-2.15,-4.76,-5.8,-0.7,3.7,6.56,5.25,7.88,8.91,11.01,-0.38,-1.65,-51.15,-50.65,3.5,3.21,-0.86,-1.31,24.15,27.65,49.8,37.5,21.0,24.4,-5.14999,-4.94998,0,0,1,0,-0.6999999999999993,-1.0
125.0,65.0,20.75,23.45,4.78,-1.64,3.75,3.65002,99935.8,99889.0,-13.05,-12.95,0.92,-2.15,-5.8,-5.8,5.88,3.7,5.8,5.25,9.48,8.91,-3.11,-0.38,-51.15,-51.15,-1.15,3.5,3.43,-0.86,20.95,24.15,58.5,49.8,20.7,21.0,-4.94998,-5.14999,0,0,1,0,-0.1999999999999993,-0.6999999999999993
73.0,125.0,18.65,20.75,3.85,4.78,3.5500199999999995,3.75,99918.7,99935.8,-12.95,-13.05,-0.04,0.92,-6.0,-5.8,6.99,5.88,4.78,5.8,9.16,9.48,-2.22,-3.11,-51.05,-51.15,-0.2,-1.15,5.29,3.43,19.35,20.95,69.8,58.5,18.0,20.7,-5.04999,-4.94998,0,0,1,0,-0.7000000000000028,-0.1999999999999993
60.0,73.0,21.35,18.65,2.68,3.85,3.15002,3.5500199999999995,99935.6,99918.7,-12.35,-12.95,0.59,-0.04,-8.0,-6.0,7.13,6.99,8.0,4.78,11.0,9.16,-2.45,-2.22,-50.85,-51.05,-1.11,-0.2,7.92,5.29,20.25,19.35,61.3,69.8,19.0,18.0,-4.44998,-5.04999,0,0,1,0,1.1000000000000014,-0.7000000000000028
63.0,60.0,25.75,21.35,1.84,2.68,3.65002,3.15002,99816.6,99935.6,-12.55,-12.35,0.41,0.59,-1.3,-8.0,7.89,7.13,6.91,8.0,11.7,11.0,-1.95,-2.45,-50.45,-50.85,-1.35,-1.11,8.6,7.92,23.95,20.25,48.5,61.3,19.6,19.0,-4.25,-4.44998,0,0,1,0,1.8000000000000007,1.1000000000000014
74.0,63.0,25.05,25.75,0.97,1.84,3.95001,3.65002,99781.6,99816.6,-12.15,-12.55,-2.55,0.41,0.4,-1.3,8.05,7.89,6.19,6.91,11.1,11.7,-3.8,-1.95,-50.15,-50.45,-1.55,-1.35,6.28,8.6,22.45,23.95,52.3,48.5,18.7,19.6,-3.949980000000001,-4.25,0,0,1,0,2.6000000000000014,1.8000000000000007
78.0,74.0,26.05,25.05,-2.2,0.97,4.85001,3.95001,99644.1,99781.6,-12.15,-12.15,-5.06,-2.55,-2.1,0.4,7.77,8.05,6.64,6.19,12.0,11.1,-1.57,-3.8,-50.45,-50.15,0.34,-1.55,2.0,6.28,24.65,22.45,53.3,52.3,20.9,18.7,-3.4499800000000005,-3.949980000000001,0,0,1,0,1.4000000000000021,2.6000000000000014
93.0,78.0,22.45,26.05,-1.94,-2.2,5.45001,4.85001,99676.0,99644.1,-11.45,-12.15,-3.53,-5.06,-8.8,-2.1,5.7,7.77,4.3,6.64,11.3,12.0,-1.41,-1.57,-49.75,-50.45,-1.46,0.34,0.38,2.0,22.15,24.65,57.8,53.3,27.8,20.9,-2.04999,-3.4499800000000005,0,0,1,0,0.3000000000000007,1.4000000000000021
85.0,93.0,21.25,22.45,1.86,-1.94,5.55002,5.45001,99652.6,99676.0,-11.55,-11.45,0.56,-3.53,1.1,-8.8,8.2,5.7,6.35,4.3,14.7,11.3,-2.07,-1.41,-48.85,-49.75,-1.15,-1.46,3.09,0.38,21.05,22.15,59.9,57.8,24.7,27.8,-2.34998,-2.04999,0,0,1,0,0.1999999999999993,0.3000000000000007
75.0,85.0,18.95,21.25,8.14,1.86,4.35001,5.55002,99494.1,99652.6,-11.45,-11.55,5.24,0.56,24.5,1.1,7.75,8.2,5.21,6.35,11.6,14.7,-0.01,-2.07,-47.75,-48.85,-2.87,-1.15,10.32,3.09,18.45,21.05,79.6,59.9,20.7,24.7,-2.75,-2.34998,0,0,1,0,0.5,0.1999999999999993
82.0,75.0,17.65,18.95,7.34,8.14,4.25,4.35001,99355.1,99494.1,-11.95,-11.45,6.66,5.24,23.0,24.5,10.04,7.75,7.24,5.21,10.5,11.6,0.4,-0.01,-47.65,-47.75,-4.38,-2.87,8.83,10.32,17.35,18.45,88.2,79.6,14.6,20.7,-2.44998,-2.75,0,0,1,0,0.29999999999999716,0.5
70.0,82.0,20.05,17.65,6.39,7.34,3.45001,4.25,99417.8,99355.1,-13.45,-11.95,7.09,6.66,6.0,23.0,8.81,10.04,7.84,7.24,10.05,10.5,-0.47,0.4,-47.85,-47.65,-3.94,-4.38,5.61,8.83,19.25,17.35,74.9,88.2,16.1,14.6,-4.64999,-2.44998,0,0,1,0,0.8000000000000007,0.29999999999999716
59.0,70.0,23.25,20.05,4.65,6.39,3.85001,3.45001,99334.1,99417.8,-13.95,-13.45,6.96,7.09,5.0,6.0,11.55,8.81,9.93,7.84,11.47,10.05,-3.91,-0.47,-48.05,-47.85,-3.16,-3.94,2.64,5.61,20.95,19.25,63.4,74.9,11.3,16.1,-5.54999,-4.64999,0,0,1,0,2.3000000000000007,0.8000000000000007
51.0,59.0,19.95,23.25,4.59,4.65,3.25,3.85001,99479.4,99334.1,-13.95,-13.95,0.76,6.96,2.0,5.0,8.67,11.55,9.1,9.93,8.28,11.47,-6.21,-3.91,-49.85,-48.05,-1.98,-3.16,3.13,2.64,18.85,20.95,78.9,63.4,7.5,11.3,-5.34998,-5.54999,0,0,1,0,1.0999999999999979,2.3000000000000007
40.0,51.0,18.15,19.95,1.79,4.59,2.95001,3.25,99523.4,99479.4,-13.45,-13.95,-0.87,0.76,2.6,2.0,5.95,8.67,5.15,9.1,3.35,8.28,-4.83,-6.21,-49.75,-49.85,-2.36,-1.98,0.07,3.13,17.85,18.85,79.5,78.9,10.6,7.5,-4.94998,-5.34998,0,0,1,0,0.29999999999999716,1.0999999999999979
43.0,40.0,17.95,18.15,-4.52,1.79,1.95001,2.95001,99748.3,99523.4,-12.95,-13.45,-3.89,-0.87,9.7,2.6,-0.51,5.95,-2.11,5.15,0.21,3.35,-0.67,-4.83,-49.65,-49.75,-3.18,-2.36,-5.16,0.07,17.75,17.85,71.0,79.5,11.3,10.6,-4.44998,-4.94998,0,0,1,0,0.1999999999999993,0.29999999999999716
36.0,43.0,18.35,17.95,-5.37,-4.52,1.15002,1.95001,99832.7,99748.3,-13.15,-12.95,-4.89,-3.89,0.3,9.7,-0.29,-0.51,-4.37,-2.11,-0.02,0.21,0.76,-0.67,-49.85,-49.65,-2.02,-3.18,-7.05,-5.16,18.25,17.75,72.6,71.0,7.7,11.3,-5.44998,-4.44998,0,0,1,0,0.10000000000000142,0.1999999999999993
39.0,36.0,16.55,18.35,-7.21,-5.37,1.0500200000000002,1.15002,99814.3,99832.7,-13.15,-13.15,-5.9,-4.89,-8.9,0.3,0.0,-0.29,-0.92,-4.37,2.3,-0.02,-0.16,0.76,-49.25,-49.85,-3.09,-2.02,-9.05,-7.05,17.15,18.25,77.7,72.6,3.8,7.7,-5.75,-5.44998,0,0,1,0,-0.5999999999999979,0.10000000000000142
28.0,39.0,15.95,16.55,-14.5,-7.21,0.950012,1.0500200000000002,99837.3,99814.3,-13.45,-13.15,-11.23,-5.9,-11.1,-8.9,-3.87,0.0,-4.71,-0.92,0.37,2.3,0.43,-0.16,-50.65,-49.25,-2.22,-3.09,-16.27,-9.05,17.25,17.15,77.4,77.7,7.0,3.8,-5.14999,-5.75,0,0,1,0,-1.3000000000000007,-0.5999999999999979
28.0,28.0,22.35,15.95,-16.26,-14.5,1.5500200000000002,0.950012,99885.4,99837.3,-13.15,-13.45,-14.17,-11.23,-5.0,-11.1,-1.73,-3.87,-5.6,-4.71,1.24,0.37,0.56,0.43,-51.65,-50.65,-2.1,-2.22,-17.9,-16.27,21.15,17.25,51.2,77.4,13.9,7.0,-4.94998,-5.14999,0,0,1,0,1.2000000000000028,-1.3000000000000007
28.0,28.0,28.15,22.35,-14.82,-16.26,1.95001,1.5500200000000002,99774.7,99885.4,-13.05,-13.15,-12.84,-14.17,-2.7,-5.0,-0.45,-1.73,-3.45,-5.6,2.4,1.24,-0.74,0.56,-50.65,-51.65,-4.0,-2.1,-16.52,-17.9,26.05,21.15,31.3,51.2,20.0,13.9,-5.25,-4.94998,0,0,1,0,2.099999999999998,1.2000000000000028
46.0,28.0,30.75,28.15,-17.83,-14.82,1.95001,1.95001,99647.0,99774.7,-13.85,-13.05,-13.51,-12.84,-7.2,-2.7,1.75,-0.45,3.8,-3.45,5.0,2.4,-2.47,-0.74,-48.75,-50.65,-0.04,-4.0,-17.23,-16.52,29.15,26.05,23.4,31.3,15.3,20.0,-4.64999,-5.25,0,0,1,0,1.6000000000000014,2.099999999999998
83.0,46.0,32.05,30.75,-18.49,-17.83,2.85001,1.95001,99513.4,99647.0,-13.55,-13.85,-16.86,-13.51,-7.4,-7.2,4.43,1.75,3.48,3.8,4.78,5.0,0.51,-2.47,-49.15,-48.75,0.6,-0.04,-11.8,-17.23,30.75,29.15,19.5,23.4,16.3,15.3,-6.64999,-4.64999,0,0,1,0,1.2999999999999972,1.6000000000000014
52.0,83.0,26.25,32.05,-14.96,-18.49,3.65002,2.85001,99646.4,99513.4,-13.05,-13.55,-16.99,-16.86,-9.2,-7.4,2.04,4.43,3.46,3.48,4.35,4.78,-0.73,0.51,-50.25,-49.15,3.81,0.6,-11.25,-11.8,27.15,30.75,33.6,19.5,13.7,16.3,-7.14999,-6.64999,0,0,1,0,-0.8999999999999986,1.2999999999999972
52.0,52.0,22.05,26.25,-12.78,-14.96,3.75,3.65002,99742.4,99646.4,-12.95,-13.05,-14.16,-16.99,-12.7,-9.2,3.99,2.04,2.55,3.46,2.79,4.35,0.16,-0.73,-51.45,-50.25,3.47,3.81,-10.38,-11.25,23.35,27.15,45.5,33.6,8.3,13.7,-5.94998,-7.14999,0,0,1,0,-1.3000000000000007,-0.8999999999999986
43.0,52.0,20.45,22.05,-10.03,-12.78,4.15002,3.75,99663.9,99742.4,-13.15,-12.95,-10.77,-14.16,-14.1,-12.7,2.79,3.99,2.35,2.55,3.75,2.79,1.63,0.16,-52.15,-51.45,2.26,3.47,-10.56,-10.38,21.65,23.35,52.0,45.5,9.7,8.3,-5.25,-5.94998,0,0,1,0,-1.1999999999999993,-1.3000000000000007
43.0,43.0,18.35,20.45,-7.36,-10.03,4.15002,4.15002,99604.4,99663.9,-13.15,-13.15,-7.93,-10.77,-13.1,-14.1,5.96,2.79,3.17,2.35,5.79,3.75,0.6,1.63,-52.05,-52.15,0.54,2.26,-6.63,-10.56,21.85,21.65,61.3,52.0,10.3,9.7,-4.84998,-5.25,0,0,1,0,-3.5,-1.1999999999999993
52.0,43.0,24.85,18.35,-6.67,-7.36,4.55002,4.15002,99586.2,99604.4,-13.05,-13.15,-7.95,-7.93,-14.4,-13.1,8.43,5.96,5.21,3.17,7.53,5.79,-0.19,0.6,-51.75,-52.05,-0.81,0.54,-2.65,-6.63,23.25,21.85,39.9,61.3,6.7,10.3,-4.94998,-4.84998,0,0,1,0,1.6000000000000014,-3.5
40.0,52.0,32.25,24.85,-5.45,-6.67,4.75,4.55002,99421.8,99586.2,-12.25,-13.05,-6.62,-7.95,-16.9,-14.4,9.42,8.43,6.86,5.21,7.94,7.53,2.11,-0.19,-52.05,-51.75,-1.14,-0.81,0.08,-2.65,30.15,23.25,23.2,39.9,4.5,6.7,-4.14999,-4.94998,0,0,1,0,2.1000000000000014,1.6000000000000014
113.0,40.0,35.05,32.25,-6.77,-5.45,4.65002,4.75,99246.1,99421.8,-11.05,-12.25,-5.83,-6.62,-18.7,-16.9,10.78,9.42,7.31,6.86,9.64,7.94,1.95,2.11,-52.25,-52.05,3.19,-1.14,-1.94,0.08,33.05,30.15,17.9,23.2,9.1,4.5,-2.54999,-4.14999,0,0,1,0,2.0,2.1000000000000014
59.0,113.0,35.35,35.05,-5.82,-6.77,5.85001,4.65002,99066.9,99246.1,-10.75,-11.05,-7.77,-5.83,-28.0,-18.7,13.09,10.78,8.98,7.31,12.33,9.64,1.27,1.95,-50.05,-52.25,4.32,3.19,1.29,-1.94,34.05,33.05,16.3,17.9,15.3,9.1,-3.04999,-2.54999,0,0,1,0,1.3000000000000043,2.0
69.0,59.0,28.55,35.35,-6.81,-5.82,6.45001,5.85001,99074.0,99066.9,-10.65,-10.75,-9.33,-7.77,-19.1,-28.0,12.86,13.09,8.14,8.98,14.42,12.33,0.47,1.27,-49.45,-50.05,3.04,4.32,-0.74,1.29,30.75,34.05,23.8,16.3,15.0,15.3,-3.949980000000001,-3.04999,0,0,1,0,-2.1999999999999993,1.3000000000000043
40.0,69.0,25.75,28.55,-6.71,-6.81,7.35001,6.45001,99035.6,99074.0,-10.95,-10.65,-11.51,-9.33,-14.8,-19.1,13.8,12.86,8.59,8.14,15.58,14.42,1.14,0.47,-49.15,-49.45,3.27,3.04,0.83,-0.74,27.65,30.75,27.4,23.8,19.5,15.0,-2.84998,-3.949980000000001,0,0,1,0,-1.8999999999999986,-2.1999999999999993
69.0,40.0,23.85,25.75,-5.61,-6.71,8.25,7.35001,98998.6,99035.6,-10.95,-10.95,-8.8,-11.51,-7.8,-14.8,12.91,13.8,10.35,8.59,13.98,15.58,2.3,1.14,-49.05,-49.15,2.71,3.27,-2.37,0.83,25.15,27.65,32.0,27.4,20.2,19.5,-1.4499799999999998,-2.84998,0,0,1,0,-1.2999999999999972,-1.8999999999999986
50.0,69.0,20.55,23.85,-2.13,-5.61,8.45001,8.25,99083.8,98998.6,-11.35,-10.95,-3.19,-8.8,-7.0,-7.8,13.18,12.91,10.52,10.35,15.52,13.98,0.32,2.3,-49.05,-49.05,-0.47,2.71,0.28,-2.37,24.85,25.15,45.1,32.0,21.9,20.2,-1.25,-1.4499799999999998,0,0,1,0,-4.300000000000001,-1.2999999999999972
63.0,50.0,27.25,20.55,5.1,-2.13,7.75,8.45001,99321.3,99083.8,-11.75,-11.35,0.85,-3.19,-4.6,-7.0,13.97,13.18,11.85,10.52,18.73,15.52,-0.45,0.32,-49.25,-49.05,-2.7,-0.47,0.7,0.28,25.85,24.85,31.8,45.1,27.9,21.9,-2.1499900000000003,-1.25,0,0,1,0,1.3999999999999986,-4.300000000000001
34.0,63.0,33.85,27.25,6.34,5.1,7.65002,7.75,99322.7,99321.3,-11.95,-11.75,0.98,0.85,-5.1,-4.6,15.15,13.97,13.05,11.85,20.87,18.73,-1.42,-0.45,-49.05,-49.25,-4.36,-2.7,2.91,0.7,31.25,25.85,24.3,31.8,30.5,27.9,-2.44998,-2.1499900000000003,0,0,1,0,2.6000000000000014,1.3999999999999986
71.0,34.0,32.35,33.85,4.48,6.34,8.25,7.65002,99409.4,99322.7,-12.75,-11.95,1.08,0.98,0.0,-5.1,13.1,15.15,11.41,13.05,18.78,20.87,-4.3,-1.42,-48.35,-49.05,-3.84,-4.36,4.52,2.91,30.45,31.25,28.0,24.3,37.4,30.5,-2.54999,-2.44998,0,0,1,0,1.9000000000000021,2.6000000000000014
96.0,71.0,27.25,32.35,0.9,4.48,6.85001,8.25,99528.0,99409.4,-11.75,-12.75,-3.02,1.08,6.9,0.0,13.61,13.1,10.18,11.41,17.01,18.78,-1.77,-4.3,-48.95,-48.35,-4.43,-3.84,0.97,4.52,27.05,30.45,41.3,28.0,34.0,37.4,-3.54999,-2.54999,0,0,1,0,0.1999999999999993,1.9000000000000021
65.0,96.0,23.15,27.25,-3.47,0.9,5.55002,6.85001,99632.1,99528.0,-12.05,-11.75,-3.81,-3.02,10.4,6.9,13.41,13.61,12.27,10.18,17.35,17.01,-0.23,-1.77,-49.75,-48.95,-2.79,-4.43,1.97,0.97,23.75,27.05,58.4,41.3,27.9,34.0,-3.25,-3.54999,0,0,1,0,-0.6000000000000014,0.1999999999999993
75.0,65.0,21.75,23.15,-2.84,-3.47,5.25,5.55002,99728.0,99632.1,-12.45,-12.05,-4.37,-3.81,1.7,10.4,13.64,13.41,13.32,12.27,14.99,17.35,-2.04,-0.23,-49.75,-49.75,0.64,-2.79,2.26,1.97,22.75,23.75,66.8,58.4,23.9,27.9,-2.94998,-3.25,0,0,1,0,-1.0,-0.6000000000000014
64.0,75.0,20.85,21.75,-3.63,-2.84,5.45001,5.25,99850.7,99728.0,-12.25,-12.45,-4.82,-4.37,-13.7,1.7,14.99,13.64,7.47,13.32,16.59,14.99,-0.22,-2.04,-48.25,-49.75,0.47,0.64,-1.71,2.26,23.45,22.75,70.1,66.8,27.6,23.9,-3.949980000000001,-2.94998,0,0,1,0,-2.599999999999998,-1.0
58.0,64.0,19.95,20.85,-2.59,-3.63,5.45001,5.45001,99907.1,99850.7,-12.25,-12.25,-3.82,-4.82,-15.1,-13.7,12.37,14.99,5.39,7.47,15.7,16.59,-0.49,-0.22,-48.25,-48.25,-0.74,0.47,-0.18,-1.71,23.65,23.45,69.4,70.1,34.7,27.6,-3.84998,-3.949980000000001,0,0,1,0,-3.6999999999999993,-2.599999999999998
69.0,58.0,26.05,19.95,-0.62,-2.59,4.75,5.45001,100097.0,99907.1,-12.35,-12.25,-3.61,-3.82,-12.3,-15.1,12.86,12.37,4.88,5.39,15.93,15.7,0.29,-0.49,-49.15,-48.25,0.32,-0.74,-1.67,-0.18,24.62,23.65,45.4,69.4,38.7,34.7,-3.64999,-3.84998,0,0,1,0,1.4299999999999997,-3.6999999999999993
