datetime,tmp,v850,t925,p,t750,v750,v500,u850,u925,u750,u,t500,v,v925,t995,rh,u500,t850
2016-11-19 23:00:00,5.75,-3.39,-10.35,102102.0,-24.55,-3.32,15.5,30.73,18.82,39.71,-1.79,-55.75,3.25,-0.2,5.32999,87.4,55.0,-16.25
2016-11-20 02:00:00,5.32999,-4.82,-10.05,102167.0,-24.75,-7.0,5.8,30.01,21.43,40.88,-2.87,-55.75,1.69,2.66,4.78,75.5,53.9,-16.45
2016-11-20 05:00:00,4.75,-2.56,-9.84998,102130.0,-24.55,-1.7,3.1,30.28,20.41,40.74,-2.87,-56.35,0.38,3.73,4.17999,72.7,53.1,-15.95
2016-11-20 08:00:00,2.66,2.61,-8.94998,102231.0,-24.65,-3.83,4.3,30.86,19.91,39.74,-3.58,-56.85,-0.13,4.08,1.94,69.4,55.0,-15.85
2016-11-20 11:00:00,4.26999,5.25,-6.75,102161.0,-24.05,-2.68,2.0,29.35,20.79,35.03,-3.44,-57.35,-0.52,8.21,2.92001,65.9,55.6,-13.95
2016-11-20 14:00:00,3.10001,6.3,-6.04999,101931.0,-22.85,1.16,8.6,28.69,21.7,33.28,-3.1,-57.15,-3.97,11.13,2.37,73.3,55.3,-12.604
2016-11-20 17:00:00,2.76999,2.14,-6.84998,102018.0,-22.75,-1.51,10.4,28.07,20.59,32.53,-3.7,-57.05,-2.74,6.71,2.19,76.8,53.4,-12.05
2016-11-20 20:00:00,1.12,4.2,-7.75,102161.0,-22.75,2.67,11.4,27.91,16.79,32.85,-3.38,-57.65,-3.7,5.65,0.609985,80.6,48.0,-12.15
2016-11-20 23:00:00,0.160004,5.74,-9.94998,102256.0,-22.15,2.95,8.5,28.42,12.12,35.03,-2.84,-57.85,-4.49,6.24,-0.26001,87.5,45.3,-11.15
2016-11-21 02:00:00,-0.269989,4.95,-10.05,102207.0,-21.75,2.8,4.3,29.14,12.96,36.58,-2.18,-58.35,-4.29,4.73,-0.700012,89.7,43.2,-11.35
2016-11-21 05:00:00,-0.890015,4.82,-10.85,102259.0,-21.95,5.3,0.3,30.47,12.44,39.2,-1.4,-58.35,-6.22,5.06,-1.26999,90.7,44.1,-12.65
2016-11-21 08:00:00,-2.76001,1.47,-10.55,102613.0,-22.65,4.8,-13.7,33.81,15.01,40.74,-3.51,-59.45,-7.97,4.96,-3.23999,78.0,48.9,-13.65
2016-11-21 11:00:00,-1.01001,1.29,-12.35,102722.0,-22.15,6.06,-8.6,31.71,13.81,40.4,-2.05,-59.65,-8.28,3.25,-1.57001,57.3,46.7,-14.45
2016-11-21 14:00:00,-0.350006,0.2,-12.55,102718.0,-21.85,8.2,-6.2,29.06,16.52,39.7,-1.1,-59.95,-8.43,0.63,-0.929993,38.8,49.7,-15.05
2016-11-21 17:00:00,-1.78,-0.62,-14.55,102900.0,-22.95,3.2,-7.1,29.6,17.33,44.0,-0.14,-60.35,-6.29,-3.3,-1.42999,43.7,59.8,-17.45
2016-11-21 20:00:00,-4.92001,-2.52,-15.75,103184.0,-22.75,-0.7,-4.7,26.58,13.0,41.2,0.84,-59.85,-5.89,-5.98,-4.73001,45.9,59.5,-17.65
2016-11-21 23:00:00,-5.28,-3.45,-17.15,103351.0,-23.15,-3.11,-1.5,25.3,13.26,43.0,0.27,-59.25,-5.21,-4.98,-5.06,42.1,62.8,-19.25
2016-11-22 02:00:00,-5.95999,-4.63,-17.05,103387.0,-24.95,-4.2,0.8,23.66,13.48,41.0,0.1,-58.35,-5.11,-6.95,-5.70999,42.4,65.4,-20.25
2016-11-22 05:00:00,-6.37,-7.08,-17.65,103481.0,-27.55,-6.63,0.5,21.14,12.12,35.0424,0.19,-57.25,-4.37,-11.03,-6.09,41.6,66.9,-21.55
2016-11-22 08:00:00,-6.23999,-9.29,-18.05,103545.0,-29.45,-7.96,-3.2,18.31,8.4,32.3,0.31,-55.55,-4.28,-12.81,-6.17999,40.4,66.4,-22.75
2016-11-22 11:00:00,-1.79999,-8.91,-18.05,103567.0,-30.35,-8.71,-4.7,15.42,5.72,32.0,1.67,-55.05,-5.67,-10.72,-2.95001,26.6,65.3,-23.35
2016-11-22 14:00:00,0.269989,-7.93,-17.85,103296.0,-29.75,-10.26,-1.8,13.66,5.69,31.31,1.29,-55.85,-4.12,-9.07,-0.720001,22.9,63.8,-23.95
2016-11-22 17:00:00,-4.92999,-6.9,-17.55,103241.0,-27.95,-12.0,3.1,12.86,7.03,31.4,0.08,-56.15,-1.72,-6.93,-1.26999,36.8,62.0,-23.45
2016-11-22 20:00:00,-5.09,-7.84,-18.25,103437.0,-26.65,-13.81,8.1,12.2,8.92,35.0,2.54,-55.45,-0.72,-6.57,-3.98999,22.7,62.0,-23.85
2016-11-22 23:00:00,-5.26001,-6.02,-18.65,103422.0,-27.75,-9.14,0.0,14.14,10.87,32.8,0.94,-55.85,-2.28,-4.61,-4.26001,23.9,60.6,-24.25
2016-11-23 02:00:00,-5.97,-4.32,-18.95,103315.0,-29.05,-6.49,-1.0,15.42,10.86,31.0,0.65,-55.85,-2.21,-4.48,-4.95001,27.7,62.2,-24.65
2016-11-23 05:00:00,-7.06,-3.6,-19.25,103213.0,-30.05,-5.18,0.5,16.14,10.08,28.3,0.96,-55.15,-0.82,-4.3,-5.10001,30.3,61.4,-24.85
2016-11-23 08:00:00,-5.76999,-2.15,-19.75,103266.0,-30.85,-3.44,4.0,15.79,10.08,25.8,2.07,-52.65,0.04,-2.74,-5.70001,29.7,57.3,-24.95
2016-11-23 11:00:00,-0.709991,-3.94,-20.35,103192.0,-33.65,-3.77,-1.6,16.89,11.85,26.4,2.18,-51.15,-0.04,-6.24,-1.85001,21.1,48.6,-26.35
2016-11-23 14:00:00,1.95999,-12.04,-19.95,102952.0,-34.85,-12.77,-10.2,15.35,12.98,20.1,3.63,-50.85,-2.27,-13.56,1.07999,17.2,43.9,-26.45
2016-11-23 17:00:00,-3.92001,-18.8,-18.65,102884.0,-29.45,-25.6,-15.8,12.07,9.89,14.57,1.49,-53.55,-1.56,-15.91,-0.429993,30.0,36.5,-23.05
2016-11-23 20:00:00,-4.20999,-16.32,-16.85,102898.0,-27.15,-18.39,-15.4,12.31,7.22,17.84,1.74,-56.35,-1.77,-14.34,-1.76001,36.2,35.0,-19.65
2016-11-23 23:00:00,-4.82001,-12.28,-15.85,102945.0,-27.05,-14.45,-14.2,15.21,9.3,19.94,1.1,-57.85,-1.93,-10.7,-2.81,38.3,34.6,-19.05
2016-11-24 02:00:00,-6.19,-7.53,-14.75,102898.0,-27.05,-10.27,-14.3,16.2,11.95,20.18,-0.22,-56.75,-2.41,-6.97,-5.31,45.8,34.7,-18.65
2016-11-24 05:00:00,-7.03,-5.92,-13.95,102788.0,-26.75,-7.81,-14.5,16.36,12.66,19.41,-0.19,-54.95,-1.89,-5.76,-5.85999,45.7,39.0,-18.25
2016-11-24 08:00:00,-4.94,-5.56,-13.15,102755.0,-27.15,-6.15,-16.8,16.08,12.49,18.67,0.92,-54.25,-0.71,-5.11,-4.92001,33.5,45.9,-18.05
2016-11-24 11:00:00,-0.149994,-3.87,-12.75,102624.0,-27.25,-4.37,-14.5,16.46,12.15,19.38,0.68,-54.55,0.78,-4.11,-1.44,23.3,48.3,-17.85
2016-11-24 14:00:00,3.32999,-4.72,-11.95,102273.0,-27.45,-5.19,-6.4,16.63,12.05,19.17,0.82,-54.75,1.62,-6.14,2.47,16.2,51.3,-17.45
2016-11-24 17:00:00,-3.07001,-3.63,-12.35,102216.0,-26.75,-4.69,-4.6,17.17,11.33,24.4,0.99,-54.25,1.61,-5.77,1.57999,23.9,50.0,-17.45
2016-11-24 20:00:00,-2.98999,-4.71,-12.75,102225.0,-27.25,-6.72,-3.1,19.95,10.43,31.01,2.2,-53.75,1.25,-3.31,0.369995,21.4,47.0,-17.45
2016-11-24 23:00:00,-3.92999,-4.42,-13.35,102217.0,-28.05,-3.39,-6.4,19.59,10.96,28.6,0.2,-52.75,0.02,-2.33,0.320007,21.8,44.6,-18.45
2016-11-25 02:00:00,-4.94,-5.44,-13.15,102210.0,-28.55,-6.65,-10.6,14.74,10.42,18.0,-0.4,-53.55,-0.22,-3.77,-0.0100098,25.5,44.1,-19.15
2016-11-25 05:00:00,-4.98999,-5.8,-12.25,102171.0,-26.85,-8.27,-12.7,11.46,9.21,15.5,-0.85,-55.35,-1.55,-4.5,-1.32999,30.0,44.6,-18.25
2016-11-25 08:00:00,-3.51001,-2.75,-11.15,102236.0,-24.55,-9.23,-9.3,10.94,8.58,19.14,-0.62,-57.25,-0.86,-2.71,-1.70999,30.7,45.0,-17.25
2016-11-25 11:00:00,1.51999,-1.91,-10.25,102189.0,-23.55,-7.99,-7.0,16.14,10.51,23.25,0.13,-58.35,0.7,-0.96,0.320007,21.7,45.2,-15.55
2016-11-25 14:00:00,4.32001,-2.42,-9.64999,102028.0,-23.75,-3.53,-7.5,20.05,13.0,27.66,0.63,-58.95,1.44,-1.5,3.54001,21.1,47.9,-14.35
2016-11-25 17:00:00,-0.75,-0.49,-9.25,102003.0,-23.55,0.5,-0.1,20.45,13.48,28.76,0.98,-59.25,2.12,-4.05,2.62,37.5,55.9,-15.25
2016-11-25 20:00:00,-1.44998,1.15,-10.15,102042.0,-23.95,2.47,17.4,20.23,13.99,28.43,1.14,-59.65,1.65,-3.34,0.799988,44.6,58.4,-15.65
2016-11-25 23:00:00,-1.48001,3.69,-11.45,101973.0,-24.95,4.62,25.2,18.71,13.9,26.14,0.41,-58.85,1.71,-1.43,0.799988,47.2,61.2,-17.25
2016-11-26 02:00:00,-2.47,6.45,-13.05,101856.0,-26.95,8.43,36.2,19.37,12.21,25.84,0.17,-56.55,0.95,0.15,0.869995,55.9,62.1,-19.35
2016-11-26 05:00:00,-3.76999,5.73,-13.35,101695.0,-29.95,7.26,28.7,22.19,14.67,26.39,-0.92,-53.45,-0.26,-0.11,0.23999,61.5,53.8,-21.05
2016-11-26 08:00:00,-1.42999,-5.03,-14.55,101719.0,-28.95,-9.55,6.0,16.51,10.93,20.18,-0.02,-51.05,0.28,-3.93,0.51001,50.6,40.7,-20.45
2016-11-26 11:00:00,4.82999,-5.58,-13.35,101652.0,-26.85,-8.63,-2.3,17.76,11.64,23.72,1.92,-56.65,-0.58,-4.55,3.67999,27.4,38.4,-18.95
2016-11-26 14:00:00,7.09,-6.15,-12.65,101565.0,-25.25,-8.13,-5.8,19.36,13.3,26.43,1.86,-58.85,2.34,-4.84,6.29999,24.7,38.6,-17.55
2016-11-26 17:00:00,-0.26001,-7.64,-12.75,101509.0,-24.15,-8.74,-4.6,21.61,14.34,25.31,0.26,-59.35,1.65,-5.43,5.04001,42.9,37.9,-15.85
2016-11-26 20:00:00,-0.940002,-6.9,-13.85,101530.0,-23.65,-2.68,1.1,21.91,14.82,24.24,0.25,-58.25,0.56,-8.89,5.38,43.2,36.2,-14.35
2016-11-26 23:00:00,-1.04001,-7.6,-13.65,101641.0,-24.15,-3.03,1.1,22.98,14.33,27.54,0.63,-57.75,0.07,-8.65,5.23001,42.7,38.7,-15.75
2016-11-27 02:00:00,0.380005,-9.39,-14.15,101789.0,-24.65,-6.53,-1.2,24.28,14.58,30.78,0.61,-58.05,-3.71,-9.27,2.35001,36.9,38.5,-17.45
2016-11-27 05:00:00,1.44,-14.01,-14.75,102000.0,-25.45,-14.05,-6.1,23.48,15.7,31.54,1.74,-58.85,-6.09,-12.84,2.64001,35.2,38.3,-19.05
2016-11-27 08:00:00,0.209991,-20.22,-13.85,102263.0,-25.25,-25.4,-11.6,17.41,10.87,25.08,1.35,-59.05,-5.27,-14.21,0.839996,37.7,34.9,-17.95
2016-11-27 11:00:00,4.41,-21.27,-12.15,102511.0,-24.45,-22.52,-18.0,15.01,9.81,19.87,2.47,-59.45,-7.23,-15.94,3.31,21.8,22.2,-15.65
2016-11-27 14:00:00,5.56,-18.15,-10.45,102507.0,-24.35,-18.0,-18.6,13.48,7.72,17.9,1.22,-59.25,-6.04,-15.35,4.67999,19.9,18.0,-14.65
2016-11-27 17:00:00,1.75,-14.14,-9.54999,102552.0,-24.25,-14.31,-16.2,12.96,8.01,16.2,-2.33,-57.85,-3.02,-12.35,3.35001,30.5,18.5,-14.65
2016-11-27 20:00:00,-1.19,-11.92,-8.44998,102707.0,-23.85,-12.31,-11.1,12.78,8.85,15.2,-1.64,-57.15,-2.46,-10.87,0.0299988,36.7,21.3,-14.35
2016-11-27 23:00:00,-2.89999,-9.01,-8.54999,102851.0,-23.85,-10.32,-5.7,13.86,9.75,16.18,-0.05,-57.85,-0.84,-8.36,-0.290009,42.3,23.0,-14.35
2016-11-28 02:00:00,-2.63,-6.15,-8.44998,102882.0,-23.85,-7.49,-1.5,15.24,11.35,16.86,1.22,-58.55,0.91,-6.67,-0.0599976,41.5,23.1,-14.35
2016-11-28 05:00:00,-2.70001,-6.0,-8.44998,102832.0,-24.05,-6.64,-6.4,15.66,11.71,16.86,1.53,-58.05,1.71,-6.77,-0.869995,41.4,25.4,-14.25
2016-11-28 08:00:00,-1.63,-6.2,-7.84998,102825.0,-24.65,-6.39,-13.0,14.98,12.31,15.66,1.29,-57.05,1.7,-6.01,-1.14999,36.8,31.8,-14.65
2016-11-28 11:00:00,4.34,-5.81,-7.94998,102787.0,-24.45,-7.13,-11.7,14.58,11.11,17.05,2.17,-56.85,1.81,-5.62,3.04001,24.6,32.3,-14.45
2016-11-28 14:00:00,6.66,-6.54,-7.75,102620.0,-23.95,-7.62,-9.4,14.3,9.82,17.76,1.77,-56.65,1.86,-6.97,5.78,24.8,32.9,-14.25
2016-11-28 17:00:00,-0.390015,-6.73,-7.44998,102633.0,-23.45,-6.43,-7.0,12.78,7.79,17.46,0.3,-56.55,0.92,-6.9,5.29001,46.0,34.7,-14.05
2016-11-28 20:00:00,-1.09,-6.43,-7.64999,102746.0,-23.15,-6.01,-4.9,11.11,6.54,16.98,0.05,-56.75,-0.37,-6.05,4.37,48.1,35.3,-14.35
2016-11-28 23:00:00,-1.26999,-4.09,-7.64999,102858.0,-23.05,-4.97,-4.0,10.43,6.74,15.87,-0.75,-57.45,-0.37,-3.35,4.42999,44.6,33.0,-14.45
2016-11-29 02:00:00,-0.790009,-1.17,-7.94998,102967.0,-22.55,-2.01,-1.8,11.2,8.03,13.95,-1.01,-58.05,-1.86,0.15,3.64999,43.1,29.8,-14.85
2016-11-29 05:00:00,-1.31,0.34,-7.75,102979.0,-22.05,0.31,-0.4,11.42,9.23,13.63,-1.63,-58.75,-1.63,1.21,1.98999,45.4,29.4,-14.75
2016-11-29 08:00:00,-0.230011,3.69,-7.94998,103090.0,-21.55,3.91,1.3,10.6,8.02,13.03,-2.32,-59.05,0.72,3.2,0.350006,42.0,28.2,-15.15
2016-11-29 11:00:00,4.0,7.87,-9.04999,103072.0,-21.85,8.68,5.1,10.43,8.38,13.08,-2.32,-58.85,0.22,7.66,2.87,35.4,29.8,-15.35
2016-11-29 14:00:00,5.51999,9.24,-10.05,102927.0,-22.55,10.55,14.9,13.01,12.92,15.65,-0.47,-58.65,0.14,9.48,5.06,43.1,36.2,-16.35
2016-11-29 17:00:00,2.72,6.02,-10.75,102770.0,-23.35,10.39,24.2,13.18,13.21,17.33,0.52,-57.65,-2.29,8.97,3.98001,54.0,38.5,-16.75
2016-11-29 20:00:00,1.01999,5.25,-10.85,102674.0,-24.95,8.92,29.9,14.67,13.19,20.2,-1.07,-56.55,-1.75,2.94,1.78,76.3,37.7,-16.95
2016-11-29 23:00:00,-0.970001,5.81,-12.45,102510.0,-26.55,8.41,23.9,17.02,11.93,22.4,-1.02,-54.45,-1.19,1.62,1.32999,89.2,34.5,-18.35
2016-11-30 02:00:00,-1.29001,5.86,-14.15,102274.0,-28.85,10.44,9.6,19.11,14.29,26.19,-0.94,-52.15,-1.71,0.13,0.51001,90.3,31.3,-21.05
2016-11-30 05:00:00,-2.53,-3.75,-16.05,102093.0,-29.05,-6.22,-3.6,20.08,13.55,25.66,0.32,-51.85,-0.66,-3.41,0.0799866,92.1,33.1,-22.15
2016-11-30 08:00:00,-0.459991,-14.47,-13.65,102029.0,-26.55,-15.86,-9.2,16.9,12.3,20.73,1.01,-55.95,1.07,-10.28,0.290009,81.3,29.9,-18.25
2016-11-30 11:00:00,4.81,-13.21,-11.65,101953.0,-26.45,-14.16,-8.3,19.11,15.05,23.89,1.88,-56.75,1.3,-14.35,3.64999,50.3,35.3,-17.05
2016-11-30 14:00:00,8.09,-16.9,-11.35,101748.0,-25.15,-17.44,-10.4,24.03,19.64,27.28,1.89,-57.45,3.32,-18.56,7.35001,37.2,32.3,-15.85
2016-11-30 17:00:00,4.26001,-18.97,-12.75,101904.0,-24.55,-20.2,-8.7,20.96,14.78,23.71,2.83,-57.75,-1.75,-16.0,6.79001,43.5,31.6,-15.85
2016-11-30 20:00:00,2.88,-16.44,-10.65,102172.0,-24.65,-16.21,-7.3,18.64,14.23,22.43,1.72,-58.95,-4.04,-15.3,4.14001,43.1,36.4,-15.05
2016-11-30 23:00:00,1.38,-16.0,-10.65,102361.0,-24.65,-14.48,-13.2,19.41,16.24,22.35,-0.24,-60.05,-4.75,-15.06,2.57999,48.8,36.9,-14.65
2016-12-01 02:00:00,0.950012,-15.25,-10.35,102473.0,-24.85,-13.64,-15.4,17.38,15.88,18.12,-0.05,-60.25,-4.51,-15.31,2.22,46.9,37.7,-14.55
2016-12-01 05:00:00,-0.410004,-16.18,-10.05,102672.0,-24.85,-13.89,-16.3,13.62,12.14,14.66,0.68,-60.25,-3.99,-16.8,1.01999,47.0,37.0,-14.35
2016-12-01 08:00:00,-0.0400085,-13.64,-8.34998,102839.0,-25.15,-12.47,-15.9,9.78,7.55,11.68,0.01,-60.55,-4.55,-15.23,0.48999,41.7,34.7,-14.45
2016-12-01 11:00:00,5.73999,-11.08,-8.04999,102982.0,-25.15,-10.47,-13.4,9.93,7.23,12.06,0.35,-60.45,-4.86,-11.78,4.53,26.8,28.0,-14.45
2016-12-01 14:00:00,7.72,-9.27,-7.54999,102934.0,-25.25,-9.15,-10.0,9.82,7.3,11.96,0.42,-59.85,-2.08,-9.15,6.79001,21.5,21.4,-14.65
2016-12-01 17:00:00,2.20999,-7.09,-7.14999,102918.0,-25.05,-8.19,-8.7,8.82,7.33,10.2,0.73,-59.25,1.35,-5.96,6.06,35.3,15.2,-14.55
2016-12-01 20:00:00,1.29999,-5.2,-6.54999,102896.0,-24.65,-6.96,-6.9,8.37,7.78,8.03,1.86,-58.95,1.26,-4.27,4.10001,42.8,10.3,-14.0164
2016-12-01 23:00:00,-0.809998,-3.8,-6.25,102893.0,-24.05,-4.78,-6.5,7.8,8.12,6.54,1.19,-58.85,0.52,-2.94,3.64001,48.4,9.6,-13.55
2016-12-02 02:00:00,-1.39001,-2.44,-6.04999,102845.0,-23.75,-3.0,-7.4,7.45,7.98,6.02,1.18,-58.45,1.09,-2.19,2.16,50.1,9.2,-13.35
2016-12-02 05:00:00,-2.42999,-1.85,-6.14999,102750.0,-23.65,-2.1,-6.7,6.85,7.15,5.05,0.75,-58.15,0.78,-2.48,1.41,53.2,9.3,-13.25
2016-12-02 08:00:00,-0.339996,0.51,-5.34998,102691.0,-23.35,-0.7,-4.9,6.49,7.96,2.71,0.65,-57.65,1.07,-1.24,0.980011,46.6,8.7,-12.85
2016-12-02 11:00:00,5.41,1.53,-5.25,102591.0,-23.25,0.91,-2.7,6.31,6.77,2.26,0.51,-56.95,0.99,-0.19,4.26001,30.3,9.8,-12.85
2016-12-02 14:00:00,8.64001,2.89,-5.34998,102316.0,-23.05,3.46,-1.7,6.05,6.48,2.03,0.77,-55.75,1.39,2.19,7.91,27.4,11.9,-13.25
2016-12-02 17:00:00,2.22,1.86,-5.14999,102244.0,-22.95,5.05,-2.0,7.04,7.37,2.88,0.33,-54.75,1.28,1.53,7.26001,46.2,14.5,-13.35
2016-12-02 20:00:00,0.559998,0.57,-5.34998,102186.0,-23.25,3.92,-1.4,9.59,8.21,7.39,0.47,-53.95,1.08,-0.17,6.31,52.7,18.1,-13.85
2016-12-02 23:00:00,-0.420013,1.1,-5.54999,102149.0,-24.15,3.53,-0.7,11.5,9.6,13.18,0.1,-53.85,0.7,0.05,6.04999,59.8,22.0,-14.35
2016-12-03 02:00:00,-0.589996,2.37,-6.14999,102009.0,-23.95,1.5,0.2,13.08,11.22,15.56,-0.27,-54.15,1.04,0.46,5.70001,57.3,23.4,-14.85
2016-12-03 05:00:00,-1.03,2.08,-6.44998,101878.0,-23.45,-0.27,2.3,13.85,11.72,15.44,-0.27,-55.25,1.21,2.75,4.67001,67.4,24.5,-15.05
2016-12-03 08:00:00,-0.630005,3.03,-6.34998,101825.0,-23.15,-0.67,4.1,13.19,11.1,15.48,-0.31,-56.15,1.05,3.11,3.60001,69.0,23.6,-14.65
2016-12-03 11:00:00,6.42999,2.3,-6.54999,101790.0,-23.05,-1.42,6.2,12.57,10.48,13.77,-0.23,-56.55,0.81,3.89,5.38,46.1,22.5,-13.75
2016-12-03 14:00:00,8.01001,0.31,-6.25,101494.0,-23.25,-3.6,9.4,9.81,10.26,9.31,0.03,-57.05,1.34,5.71,7.26999,41.2,22.8,-13.95
2016-12-03 17:00:00,2.03,4.16,-6.44998,101398.0,-23.15,2.5,8.1,10.24,11.11,10.24,0.35,-56.35,0.44,5.31,7.06,66.3,24.7,-13.65
2016-12-03 20:00:00,1.23001,4.9,-7.34998,101370.0,-24.25,9.7,4.2,12.4,9.56,15.79,-0.35,-54.75,-0.06,2.08,6.03,70.4,24.4,-14.25
2016-12-03 23:00:00,0.209991,5.04,-8.34998,101353.0,-24.95,7.09,-2.5,13.48,6.74,18.3,-0.98,-54.35,-0.89,1.56,5.42001,80.4,22.0,-15.35
2016-12-04 02:00:00,0.140015,-1.0,-8.44998,101295.0,-22.85,-7.63,-2.0,13.61,8.33,13.61,-0.72,-56.25,-1.8,4.14,4.64001,68.0,24.6,-15.05
2016-12-04 05:00:00,0.109985,-3.91,-8.54999,101248.0,-23.45,-2.5,-1.5,13.93,8.77,16.82,0.39,-55.95,-2.8,-1.06,2.95001,55.8,27.6,-14.05
2016-12-04 08:00:00,0.429993,-2.16,-9.34998,101348.0,-24.25,-2.12,-1.2,13.15,8.03,17.88,0.06,-57.35,-3.34,-2.72,1.91,44.8,33.3,-14.75
2016-12-04 11:00:00,6.88,0.2,-9.84998,101464.0,-24.45,0.91,6.1,13.52,8.07,18.87,-0.9,-58.35,-4.13,-1.05,6.09,29.2,35.9,-15.55
2016-12-04 14:00:00,8.60999,0.37,-11.15,101347.0,-25.35,-0.14,6.4,16.43,9.19,21.44,-1.6,-56.05,-2.78,0.69,7.98001,24.4,33.4,-17.05
2016-12-04 17:00:00,3.75,-4.36,-11.05,101485.0,-27.45,-3.84,-3.4,21.92,13.76,25.83,-3.81,-53.55,0.68,-0.92,4.88,39.6,35.4,-17.15
2016-12-04 20:00:00,1.64001,-6.37,-11.55,101425.0,-28.45,-6.28,-6.6,22.3,16.89,23.86,-3.35,-53.45,1.76,-5.1,2.32999,53.7,44.2,-18.65
2016-12-04 23:00:00,-0.320007,-3.28,-12.05,101635.0,-27.45,-5.96,1.5,23.01,17.81,28.68,-2.41,-54.85,0.33,-3.22,0.76001,51.0,45.7,-19.45
2016-12-05 02:00:00,-1.98999,-1.5,-12.85,101733.0,-27.95,-3.22,7.8,24.47,16.87,32.81,-1.24,-54.15,-0.43,-1.99,0.190002,53.8,45.6,-19.75
2016-12-05 05:00:00,-2.03,-1.94,-14.85,101892.0,-29.75,1.96,7.8,22.36,13.93,32.43,-0.58,-52.35,-0.36,-3.67,0.0499878,51.5,45.0,-21.45
2016-12-05 08:00:00,-0.910004,-7.15,-16.35,102237.0,-32.55,-2.63,1.5,16.92,13.62,22.12,0.76,-50.85,-1.86,-8.75,0.709991,45.9,37.5,-23.45
2016-12-05 11:00:00,4.07999,-13.8,-16.85,102594.0,-32.75,-13.35,-10.4,12.56,8.38,15.67,3.08,-51.05,-8.38,-14.41,3.06,22.1,27.3,-23.55
2016-12-05 14:00:00,4.91,-18.99,-16.55,102627.0,-29.85,-26.62,-19.7,12.14,10.19,11.39,4.56,-53.25,-7.41,-18.01,4.07999,15.0,22.9,-22.75
2016-12-05 17:00:00,0.380005,-23.52,-14.15,102682.0,-26.85,-30.12,-26.2,9.9,9.34,10.67,0.77,-55.45,-3.48,-19.84,1.67999,22.3,22.5,-19.15
2016-12-05 20:00:00,-2.14001,-20.26,-11.05,102663.0,-26.25,-23.1,-23.1,12.28,9.75,16.42,0.11,-55.85,-1.81,-18.1,1.01001,25.5,25.8,-16.45
2016-12-05 23:00:00,-2.09,-13.71,-8.84998,102605.0,-25.55,-17.85,-25.9,19.19,14.93,19.01,1.98,-56.25,1.68,-12.73,-0.0799866,23.8,28.4,-15.25
2016-12-06 02:00:00,-3.23999,-10.57,-8.44998,102446.0,-24.35,-9.9,-18.5,21.44,20.08,21.51,1.05,-57.15,2.72,-7.92,-2.23001,32.9,33.3,-14.25
2016-12-06 05:00:00,-3.89001,-5.41,-7.64999,102130.0,-24.35,-6.55,-14.5,25.57,21.29,27.65,0.94,-58.05,2.79,-5.81,-2.98001,48.8,35.7,-14.55
2016-12-06 08:00:00,-3.95999,1.05,-8.44998,102017.0,-23.45,-5.03,-12.8,25.43,21.63,28.47,0.42,-58.85,1.81,-2.02,-3.12,54.1,36.5,-14.75
2016-12-06 11:00:00,1.38,-6.22,-8.44998,101906.0,-23.75,-5.48,-11.5,21.16,14.85,27.54,0.04,-58.35,0.1,-6.24,0.179993,28.7,37.1,-14.35
2016-12-06 14:00:00,4.63,-6.22,-6.44998,101486.0,-24.35,-6.92,-7.4,20.45,15.98,26.25,0.63,-58.05,1.31,-10.12,3.84,24.1,44.6,-14.45
2016-12-06 17:00:00,-1.48001,-5.95,-7.44998,101457.0,-24.95,-7.51,-9.1,24.2,16.32,31.98,0.42,-57.35,1.25,-6.95,3.29001,34.1,47.4,-14.85
2016-12-06 20:00:00,-1.48999,-9.28,-10.95,101604.0,-26.25,-9.96,-8.4,28.47,15.1,40.6,-0.68,-56.25,-1.45,-6.7,2.47,33.9,48.6,-17.35
2016-12-06 23:00:00,-1.42999,-11.31,-12.25,101709.0,-27.05,-13.38,-11.4,23.35,13.57,39.37,-0.65,-55.55,-1.92,-8.53,1.59,36.7,49.3,-20.45
2016-12-07 02:00:00,-1.17999,-12.37,-13.45,101853.0,-27.65,-15.03,-12.3,17.78,11.99,32.95,-0.21,-55.55,-2.43,-10.69,1.62,43.5,50.9,-21.35
2016-12-07 05:00:00,-0.890015,-12.71,-14.25,101977.0,-28.25,-17.59,-13.8,15.62,8.95,30.78,-0.09,-55.45,-3.37,-11.26,0.959991,54.2,50.6,-21.45
2016-12-07 08:00:00,-0.880005,-14.63,-14.65,102164.0,-27.15,-26.32,-14.4,17.07,9.06,32.83,-0.81,-55.35,-2.42,-11.52,0.23999,59.9,48.9,-21.75
2016-12-07 11:00:00,4.79001,-20.4,-14.15,102227.0,-26.95,-26.58,-16.2,17.45,10.35,27.12,-0.29,-56.25,-1.37,-11.83,3.78,42.1,45.7,-19.25
2016-12-07 14:00:00,7.64001,-16.43,-11.85,102065.0,-26.65,-16.9,-12.5,15.32,10.72,24.41,1.52,-57.75,0.42,-13.44,6.85001,32.5,43.3,-17.45
2016-12-07 17:00:00,2.64999,-9.48,-9.94998,101933.0,-26.45,-10.61,-10.1,18.21,12.22,24.95,1.78,-59.25,3.15,-8.64,4.14001,49.3,40.5,-17.25
2016-12-07 20:00:00,1.64999,-7.77,-10.15,101792.0,-26.25,-9.16,-6.7,23.04,14.76,28.29,1.76,-59.15,2.98,-3.09,3.0,55.5,38.2,-16.75
